State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year
BIHAR,MADHEPURA,KUMARKHAND,LAXMIPUR BHAGWATI,CHAINPUR,SUNAR PATTI,Iron,1/4/2010
MADHYA PRADESH,SEONI,GHANSORE,BARODA MAL,HOOD MAL,HUD MAL,Fluoride,1/4/2009
KARNATAKA,DAVANGERE,HARAPPANAHALLI,PUNABHAGATTA,PUNABHAGATTA,PUNABHAGATTA THANDA,Fluoride,1/4/2012
TRIPURA,WEST TRIPURA,KALYANPUR,DWARIKPUR,DWARIKAPUR,DWARIKAPUR(UTTAR),Iron,1/4/2011
ASSAM,JORHAT,JORHAT,PUB -THENGAL   G.P.,NA-CHUNGI,UJONI  KACHARI  CHUCK,Iron,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,CHANDRAKH,RAIKORIYA,SARNO KD,Fluoride,1/4/2011
PUNJAB,KAPURTHALA,KAPURTHALA,BHANDAL DONA,BHANDAL DONA,DERA JATTAN,Salinity,1/4/2009
MAHARASHTRA,RATNAGIRI,SANGAMESHWAR,TERYE,TERYE,GHAVALIWADI,Iron,1/4/2009
ASSAM,SONITPUR,CHAIDUAR,AMJARANI,BALIJAN MAZDUR,PACHIM BALIJAN MAJDUR,Iron,1/4/2009
CHHATTISGARH,BEMETARA,NAWAGARH,KESLA,PIRAIYA,PIRAIVA,Salinity,1/4/2012
WEST BENGAL,MALDAH,HABIBPUR,MANGALPURA,SUNDARBAN,SUNDERBAN,Iron,1/4/2010
ASSAM,SONITPUR,CHATIA,MADHYA-NAGSANKAR,DIKARAIPAM,DIKARAIGURI,Iron,1/4/2011
WEST BENGAL,MURSHIDABAD,NABAGRAM,KIRITESWARI,ITOR,ITOR,Iron,1/4/2010
RAJASTHAN,NAGAUR,DIDWANA,KHUN KHUNA,KHUNKHUNA,LAHARON KI DHANI,Fluoride,1/4/2011
RAJASTHAN,BARMER,SIWANA,DHARNA,DHARNA,DHARNA,Salinity,1/4/2009
ASSAM,GOALPARA,KUSHDHWA,DAMRA,HABANGGIRI,CHIMAKSA,Iron,1/4/2010
MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,NAGORGAON,NAGORGAON,NAGORGAON,Iron,1/4/2012
RAJASTHAN,CHURU,RATANGARH,BINADESAR BIDAWATAN,BANDWA,BISWA RAM KI DHANI,Salinity,1/4/2010
RAJASTHAN,BARMER,BAITU,KUMPALIYA,JHEEMPONIYO KI DHANI,BHEELO KI BASTI,Salinity,1/4/2012
RAJASTHAN,BHILWARA,RAIPUR,BAGOLIYA,DHOOL KHERA,BHERU JI KI BASTI,Fluoride,1/4/2011
KARNATAKA,TUMKUR,PAVAGADA,PONNASAMUDRA,KUMARLAHALLI,KUMARLAHALLI,Iron,1/4/2011
BIHAR,SAHARSA,SATAR KATAIYA,BISHANPUR,LACHHMINIA(APPERTAINING TO)GA.,H.T. OF LOKHI,Iron,1/4/2010
BIHAR,NAWADA,SIRDALA,LAUND,LAUN,RAMAN BIGHA,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,MANDOR,JALALI  FAUZDARA,JAELI FAUJDARAN,BISHINOYO KD NAI BASTI,Salinity,1/4/2009
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,GOBINDAGANJ,BAZARGHAT PT II,BAZARGHAT-II,Iron,1/4/2010
BIHAR,BEGUSARAI,DANDARI,KATARMALA SOUTH,KATARMALA,KATARMALA SOUTH,Iron,1/4/2009
RAJASTHAN,JODHPUR,LUNI,DHAWA-I,DHAWA I,DEVECHON KD,Salinity,1/4/2012
ORISSA,KENDUJHAR,CHAMPUA,RANGAMATIA,RARUANGODA,GIRISAHI,Iron,1/4/2010
BIHAR,BHAGALPUR,PIRPAINTI,BAKHRPUR WEST,BAKHARPUR OGAIRAW,KHRASPUR,Arsenic,1/4/2010
ORISSA,Nayagarh,KHANDAPADA,SINGAPADA,Singhapada,SINGA PADA,Iron,1/4/2012
BIHAR,GAYA,KONCH,KORAP,CHHATIHAR JAMALPUR,GARJU BIGHA,Fluoride,1/4/2012
ASSAM,NAGAON,KALIABOR,HATBOR,NIZARI GAON,POTINDONGA,Iron,1/4/2012
TRIPURA,DHALAI  ,DURGACHOWMUHANI,MAHABIR,MAHABIR BASTI,OFFICE TILLA,Iron,1/4/2012
GUJARAT,KHEDA,MATAR,UNDHELA,UNDHELA,UNDHELA,Nitrate,1/4/2011
RAJASTHAN,JODHPUR,MANDOR,BERU,DEDIPA NADA,MANJU  K D,Salinity,1/4/2009
RAJASTHAN,DAUSA,SIKRAI,MANPUR,MANPUR,DHANI MISHRI LAL MEENA KI,Fluoride,1/4/2009
ORISSA,SUNDARGARH,BALISANKARA,SAHANAMARA,BUDABAHAL,KERLAPADA,Iron,1/4/2011
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,MOHINI NAGAR,BATUA BARI,DHARMA KR. PARA,Iron,1/4/2010
TRIPURA,WEST TRIPURA,KHOWAI,PURBA GANKI,PASCHIM COLONY,JAM TILLA,Iron,1/4/2009
TRIPURA,WEST TRIPURA,MUNGIAKAMI,ATHARAMURA,BALAIKANG,KUMARI PARA,Iron,1/4/2010
JHARKHAND,PASCHIM SINGHBHUM,MANJHGAON,BALIAPADA,BALIAPADA,BICH TOLA,Iron,1/4/2009
KARNATAKA,CHIK BALLAPUR,BAGEPALLI,THIMMAMPALLI,THIMMAMPALLI,YAGAVAMADDLAKHANA,Fluoride,1/4/2009
ORISSA,PURI,BRAMHAGIRI,TALAMALA,TALAMALA,PURBA SAHI,Salinity,1/4/2010
RAJASTHAN,BHARATPUR,KAMAN,KATHOL,KATHAUL,HAKKU BAS,Salinity,1/4/2011
RAJASTHAN,BARMER,BARMER,BHADRESH,DOLONIYO KI DHANI,DOLANIYON KI DHANI,Salinity,1/4/2011
RAJASTHAN,BHILWARA,MANDALGAR,DOLPURA,SALAMPURA @ TINDURI,SALAMPURA,Iron,1/4/2009
TRIPURA,NORTH TRIPURA,DASDA,UJAN MACHMARA,DURGAPUR,JOGENDRA KARBARJ PARA,Iron,1/4/2011
ASSAM,MARIGAON,LAHARIGHAT,DHUMKURA,CHUTIA GAON,SIALMARI KACHARIGAON,Iron,1/4/2009
RAJASTHAN,JAISALMER,SANKRA,RAJMATHAI,RAJMATHAI,BATIYON RANA RAJPUTON KD,Salinity,1/4/2009
RAJASTHAN,JALOR,BHINMAL,KOT KASTA,LEDARMER,GALAWAS,Fluoride,1/4/2012
RAJASTHAN,JODHPUR,BALESAR,KHARI BERI,CHAUTHAPURA,PANJI KD,Salinity,1/4/2011
BIHAR,BHAGALPUR,NARAYANPUR,BAIKATPUR DUDHAILA,SHAHABAD,SHAHABAD,Iron,1/4/2011
RAJASTHAN,BARMER,SINDHARY,NOKHARA,GURON KA TALA,GURUON KA TALA,Salinity,1/4/2011
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,LOKHA,KARHARI,PASWAN TOLA,Iron,1/4/2009
KARNATAKA,TUMKUR,SIRA,HUNASEHALLI,DYAGERAHALLI,BALAJANAHATTI,Iron,1/4/2010
RAJASTHAN,BHILWARA,HURDA,BHOJRAS,LACHHMANPURA,LAXMANPURA,Fluoride,1/4/2010
RAJASTHAN,BHILWARA,MANDAL,SANUNDA,BADDOO,RAMPURIYA,Fluoride,1/4/2009
WEST BENGAL,MURSHIDABAD,FARAKKA,BEWA-II,LANGALDIHI RAMNAGAR,LANGALDIHI RAMNAGAR,Arsenic,1/4/2010
JHARKHAND,GUMLA,DUMRI,KARNI,KANDAR WANI,KANDAR WANI,Iron,1/4/2010
BIHAR,MADHEPURA,GHAILARH,GHAILAR,GHAILARH,GHELAR EAST,Iron,1/4/2009
RAJASTHAN,NAGAUR,PARBATSAR,JANJEELA,JANJEELA,DUDIYO KI DHANI,Salinity,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,MANDIYAI KHURD,MANDIYAI KHURD,MEGHWALO KD AATHUNI,Salinity,1/4/2010
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,MOHANA,BARAM,ADIBASI PARA,Fluoride,1/4/2010
BIHAR,KATIHAR,AZAMNAGAR,DEHNIA,DAHANIA,DEHNIA,Iron,1/4/2009
BIHAR,BHAGALPUR,JAGDISHPUR,BALUWA CHAK PURAINI,JAMGAON,MAHTO TOLA,Fluoride,1/4/2010
MAHARASHTRA,GONDIA,GOREGAON,NIMBA,PIPARTOLA,PIPARTOLA,Fluoride,1/4/2009
PUNJAB,AMRITSAR,AJNALA,NANGAL SOHAL,NANGAL SOHAL,NANGAL SOHAL,Salinity,1/4/2009
BIHAR,SUPAUL,BASANTPUR,BHAGWANPUR,SHIBNAGAR,MEHTA TOLA,Iron,1/4/2012
ASSAM,SIBSAGAR,SIBSAGAR,DISANGMUKH,ALICHIGA GAON,PATIALA CHUCK,Iron,1/4/2010
TRIPURA,KHOWAI,MUNGIAKAMI,TUICHINGRAM BARI,SUMARTA PARA,MAIRUNG KURAI PARA,Iron,1/4/2012
CHATTISGARH,DANTEWADA,KATEKALYAN,CHIKPAL,CHIKPAL,SCHOOL PARA,Iron,1/4/2011
MAHARASHTRA,BHANDARA,BHANDARA,SARPEWADA,INJEWADA,INJEWADA,Nitrate,1/4/2010
MADHYA PRADESH,MANDLA,BIJADANDI,SANGWA,SANGWA,SANGWA,Fluoride,1/4/2012
ORISSA,KORAPUT,KUNDRA,LIMA,LIMMA,LIMA,Iron,1/4/2012
TRIPURA,DHALAI  ,DUMBURNAGAR,PASCHIM POTACHERRA,DRUNACHARI PARA,CHANDRADAYAL PARA,Iron,1/4/2012
WEST BENGAL,BIRBHUM,NALHATI - I,HARIDASPUR,BHAGABATIPUR,BAJPARA,Iron,1/4/2009
ORISSA,Kendrapara,Mahakalapada,AMEIPAL,Samjori,SANJORI GADA CHHAKA,Iron,1/4/2010
BIHAR,KISHANGANJ,THAKURGANJ,PATHARIA,HULHULI MILIK ARAZI,HUL HULI MILIK ARAZI 3,Iron,1/4/2010
RAJASTHAN,UDAIPUR,SALUMBAR,JODHPUR KHURD,JHIJHNI-KALAN,JHINJNI KALAN,Fluoride,1/4/2009
CHHATTISGARH,BALOD,GURUR,MIRRITOLA,MUDKHUSRA,MUDKHUSRA,Iron,1/4/2012
WEST BENGAL,NADIA,KRISHNAGAR - II,NOWPARA-I,SINGHATI,JATI NAGAR,Iron,1/4/2009
RAJASTHAN,NAGAUR,DEGANA,HARSORE,MANDELPURA,KUMHARO KI DHANI,Fluoride,1/4/2009
RAJASTHAN,BARMER,BAITU,JAKHARA,GODARO KI DHANI,GODARO KI BASTI,Salinity,1/4/2010
ORISSA,MAYURBHANJ,KARANJIA,PATBIL,BISIPUR,GHUNTIBANIA SAHI,Iron,1/4/2010
RAJASTHAN,SIKAR,DANTA RAMGARH,JANA,MAGRASI,MAGRASI,Salinity,1/4/2010
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,PIPRA KHURD,NARAENPUR,RAJDHOB TOLA,Iron,1/4/2011
TRIPURA,WEST TRIPURA,MOHANPUR,MANTALA,MANTALA COLONY(EAST),BRAJA BINODINI PARA,Iron,1/4/2012
ORISSA,DHENKANAL,SADAR,GENGUTIA,HALADIBARI,MATIASAHI,Iron,1/4/2011
RAJASTHAN,JAISALMER,SANKRA,BHIKHODAI JOONI,BHEKHORAI JOONI,BHIKHODAI JUNI,Salinity,1/4/2011
ORISSA,RAYAGADA,GUDARI,PENDILI,HENDIDIPA,HENDEDHAPA,Iron,1/4/2010
RAJASTHAN,BHARATPUR,NAGAR,SIKRI,SEEKRI CHAK NO. 1,BHAND BAS,Salinity,1/4/2011
ORISSA,BHADRAK,TIHIDI,BHATAPADA,BHATAPADA,BAULAPALA,Iron,1/4/2010
ORISSA,PURI,PURI SADAR,BIRABALABHADRA PUR,SINGMAPUR,DANDA SAHI,Salinity,1/4/2009
ASSAM,KAMRUP,BEZERA,MANDAKATA,DAKHIN LENGA,MUSLIM SUBA,Iron,1/4/2010
ASSAM,TINSUKIA,SADIYA,BURABURI,DARA GAON,BORBALI NEPALI,Iron,1/4/2011
MADHYA PRADESH,DEWAS,TONKKHURD,KEHDAMADHOPUR,MERKHEDI,MERKHEDI,Fluoride,1/4/2009
ASSAM,DARRANG,PACHIM-MANGALDAI,RAMHARI,RAMHARI CHUBA,RAMHARI CHUBA,Iron,1/4/2010
ASSAM,DIBRUGARH,BARBARUA,MANCOTTA,KUCHIA KHANA GAON,KUCHIAKHANA GAON,Iron,1/4/2009
ORISSA,SUNDARGARH,BARGAON,DANDJAMIRA,JAJPUR,GIRJA PADA,Iron,1/4/2012
ASSAM,TINSUKIA,SAIKHOWA,DHOLA DHADUN,HATIKHUWA,HATIKHUWA NA CHUK,Iron,1/4/2009
UTTAR PRADESH,BALRAMPUR,TULSIPUR,GULRIHA,GULRIHA,GULRIHA,Iron,1/4/2009
BIHAR,SAHARSA,MAHISHI,KUNDAH,PARANPUR,SAT DIHA UEW,Iron,1/4/2009
ASSAM,UDALGURI,MAZBAT,ROWTA,GAROGAON N0.1,GARAGAON,Iron,1/4/2010
ORISSA,BAUDH,KANTAMAL,AMBA GAON,AMBAGAM,ICHHA PUR,Iron,1/4/2009
CHATTISGARH,DANTEWADA,KUWAKONDA,TIKANPAL,TIKANPAL,GUNJAPARA,Iron,1/4/2009
UTTAR PRADESH,RAE BARELI,SATAON,DEDAUR,DEDAUR,DEDAUR,Fluoride,1/4/2012
BIHAR,ARARIA,RANIGANJ,BARHARA,BARHARA,MUSHARI,Iron,1/4/2011
RAJASTHAN,BARMER,BAITU,SAWAU MOOLRAJ,DHE TALAR,MODANI MEGWALO KI DHANI,Salinity,1/4/2010
BIHAR,PURNIA,JALALGARH,NIZGEHUMA,KHALWARA,KHAL BARE,Iron,1/4/2011
ASSAM,DHEMAJI,DHEMAJI,HATIGARH,HATIGARH,HOWLI,Iron,1/4/2009
CHATTISGARH,DANTEWADA,GEEDAM,JAWANGA,JAUNGA,BUCHAPARA,Iron,1/4/2010
ORISSA,KENDUJHAR,JODA,BADAKALIMATI,HANDIBHANGA,HANDIBHANGA,Iron,1/4/2010
RAJASTHAN,NAGAUR,KUCHAMAN,DEOLOI KALAN,KANCHANPURA,KANCHANPURA,Fluoride,1/4/2012
TRIPURA,SOUTH TRIPURA,SATCHAND,GAGAN CH. PARA,K.R.PARA,POWANG BARI,Iron,1/4/2010
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,BODKHE,BODKHE,BODKHE,Salinity,1/4/2009
MAHARASHTRA,JALGAON,JAMNER,SONARI,SONARI,SONARI,Nitrate,1/4/2010
KARNATAKA,CHIKMAGALUR,CHICKMAGALUR,THALIHALLA,JAKKANAHALLI,JAKKANAHALLI,Iron,1/4/2011
ASSAM,HAILAKANDI,ALGAPUR,BASHBARI,BHATIRKUPA PT I,SUKLABAIDYA PARA,Iron,1/4/2012
ASSAM,UDALGURI,KALAIGAON,KALITAPARA,TETELIGURI,TETELIGURI,Iron,1/4/2012
ASSAM,KARIMGANJ,NORTH KARIMGANJ,PANIGHAT,MAJORGRAM,MAJORGRAM,Arsenic,1/4/2009
ASSAM,KARBI ANGLONG,SOMELANGSO,SOMELANGSO-003,HAJA RONGPI GAON,HAJA RONGPI GAON,Fluoride,1/4/2009
UTTAR PRADESH,AGRA,ETMADPUR,SIKTARA,SIKTARA,SIKTARA,Salinity,1/4/2011
ORISSA,RAYAGADA,GUNUPUR,GOTHALPODAR,MARIGUDA,MARIGUDA,Iron,1/4/2010
CHHATTISGARH,DANTEWADA,DANTEWADA,KAWADGAON,KAWADGAON,DONGARI PARA,Iron,1/4/2012
RAJASTHAN,BARMER,DHORIMANA,SUDA BERI,MEETHI,ALSARAM KI DHANI,Salinity,1/4/2012
KARNATAKA,BANGLORE URBAN,BANGALORE NORTH,SONDEKOPPA,BYREGOWDANAHALLI,BYREGOWDANAHALLI,Iron,1/4/2010
RAJASTHAN,NAGAUR,DEGANA,PALIYAS,PALIYAS,PALIYAS KI DHANI,Fluoride,1/4/2010
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,PACHIM-BARPATHAR,SINGIMARI GAON,BAM-SINGIMARI CHUK,Iron,1/4/2012
BIHAR,MADHEPURA,KISHANGANJ,LAXMIPUR,TELDIHA,BALUAHA TOLA,Iron,1/4/2010
BIHAR,KISHANGANJ,THAKURGANJ,KHANABARI,PABNA,PAWNA,Iron,1/4/2009
CHHATTISGARH,SUKMA,CHHINDGARH,KAWARAKOPA,SAGUNGHAT,THANAGUDIPARA,Iron,1/4/2012
RAJASTHAN,CHURU,SUJANGARH,LODHSAR,DHAN CHARNAN,DHA CHARNAN,Salinity,1/4/2010
RAJASTHAN,JODHPUR,OSIAN,BHESER KOTWALI,BHAINSER CHAWANDIYALI,MAIN GANDHI PATHSALA,Fluoride,1/4/2011
ASSAM,SONITPUR,PUB-CHAIDUAR,GHAGRA,SATRANG,BALUBARI CENTER,Iron,1/4/2011
WEST BENGAL,MURSHIDABAD,BHAGAWANGOLA - II,BALIGRAM,JOGOPUR,JOGAPUR,Arsenic,1/4/2009
ORISSA,BAUDH,KANTAMAL,UMA,UMA,HARIJAN PADA,Iron,1/4/2009
CHHATTISGARH,DHAMTARI,NAGARI,BODARA,GHORAGAON,ADIWASIPARA,Iron,1/4/2012
RAJASTHAN,JODHPUR,SHERGARH,BHOMSAGAR,BHOMSAGAR,TARANI & SAIESO KD,Salinity,1/4/2012
RAJASTHAN,KOTA,ITAWA,JORAWARPURA,BHAWANIPURA,BHAWANIPURA,Salinity,1/4/2009
RAJASTHAN,BARMER,SINDHARY,DHANWA,DHANWA,BHOLARAM KI DHANI,Salinity,1/4/2010
BIHAR,MADHEPURA,PURAINI,GANESH PUR,DUMRAIL,AURAI BASA,Iron,1/4/2010
WEST BENGAL,JALPAIGURI,MAYNAGURI,CHURAVANDER,Purbba Salbari,KAMALER BARI 9N),Iron,1/4/2009
BIHAR,KISHANGANJ,DIGHALBANK,SATKAUA,KAST KARAM ALI,KAST KARMALI,Iron,1/4/2010
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,SERUTHIYUR,SERUDIYUR,ELUMICHAMPATHY,Iron,1/4/2009
BIHAR,BANKA,DHURAIYA,LOUGAIN,JAKHA,JHAKHA,Fluoride,1/4/2010
MADHYA PRADESH,CHHINDWARA,PARASIYA,MANKADEHI KALA,MANKADEI RYT.,MANKADEHI RYT,Fluoride,1/4/2009
CHHATTISGARH,KORIYA,BAIKUNTHPUR,KASARA,KASARA,BRAMIN PARA,Iron,1/4/2012
MAHARASHTRA,CHANDRAPUR,CHIMUR,AMADI BEGDE,CHICHGHAT,CHICHGHAT,Fluoride,1/4/2011
KARNATAKA,BELGAUM,SAUNDATTI,SATTIGERI,GUDAMAKERI,GUDAMAKERI,Fluoride,1/4/2012
WEST BENGAL,MALDAH,MALDAH (OLD),SAHAPUR,KADIRPUR,BORO KADIRPUR,Iron,1/4/2010
BIHAR,ARARIA,PALASI,DHARAM GANJ,BHANTABARI,BHANTA BARI WEST,Iron,1/4/2012
ASSAM,KAMRUP,GOROIMARI,BATAHDIA,NOWAPARA,NOWAPARA,Iron,1/4/2012
BIHAR,PURNIA,BAISA,SHISHABARI,SISABARI,KYOTI TOLA,Iron,1/4/2011
ASSAM,SONITPUR,GABHARU,PANCH MILE,TENGABASTI,TENGA BASTI,Iron,1/4/2012
RAJASTHAN,BARMER,BARMER,AKORA,JETHMALPURA,FATEH SINGH KI DHANI,Salinity,1/4/2010
MAHARASHTRA,GONDIA,GONDIA,KUDWA,KUDWA,KUDWA,Nitrate,1/4/2010
CHATTISGARH,BASTAR,LOHANDIGUDA,BANIDHARAUR,USARIBEDA,COLONY PARA,Iron,1/4/2011
RAJASTHAN,BARMER,BAITU,KANODA,CHELA NADI,CHOTIYO KD,Salinity,1/4/2011
TRIPURA,DHALAI  ,DUMBURNAGAR,SARMA,DEBNATH PARA,INDRA MOHAN SARKARK ,Iron,1/4/2009
RAJASTHAN,JODHPUR,OSIAN,NOSAR,NAUSAR,DHADHI & LOHARO KD,Salinity,1/4/2010
BIHAR,BEGUSARAI,BAKHRI,MAKHA CHAK,MAKHA CHAK,HARIZAN TOLA,Iron,1/4/2009
RAJASTHAN,NAGAUR,MUNDWA,NARWA KALLAN,NARWA KALAN,MEGH. JOGIYON KI DHANI,Fluoride,1/4/2010
KARNATAKA,BANGALORE RURAL,HOSKOTE,KUMBALAHALLY ,KALLAHALLY ,KALLAHALLY ,Nitrate,1/4/2012
BIHAR,BEGUSARAI,BIRPUR,DIHPAR,MOZAFRA,WEST TOLA,Iron,1/4/2010
ORISSA,KENDUJHAR,HATADIHI,SADHA,SADHA,NATIGADIA,Iron,1/4/2010
WEST BENGAL,PURULIA,JHALDA-II,CHITMU,GURIDI,GURIDIH,Iron,1/4/2012
TAMIL NADU,NAGAPATTINAM,SIRKALI,VILANTHIDASAMUDRAM,VILLATHISAMUDRAM,TILLAIAKHAKIYANATHAM,Iron,1/4/2010
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,LOKHA,GOPALPUR,AMAT TOLA,Iron,1/4/2010
BIHAR,MADHEPURA,MADHEPURA,MANIKPUR,MANIKPUR,RAIPUR EAST,Iron,1/4/2011
ORISSA,BARGARH,BIJEPUR,JOKHIPALI,CHARPALI,CHARPALI,Iron,1/4/2010
ASSAM,KAMRUP,BIHDIA-JAJIKONA,KARARA,SUTARKUCHI,SUT KUCHI SUBA,Iron,1/4/2012
RAJASTHAN,BARMER,CHOHTAN,NAWATALA BAKHASAR,RATE KA TALA,BHURARAM KI DHANI,Salinity,1/4/2011
RAJASTHAN,BARMER,CHOHTAN,ALAMSAR,DEENGARH,SUTHARO KA TALA,Salinity,1/4/2011
RAJASTHAN,BARMER,BAITU,SINGORIYA,DEDWALI,SUTHAR,Iron,1/4/2009
KERALA,KOZHIKODE,VADAKARA,AZHIYUR,AZHIYUR,WARD 03,Salinity,1/4/2012
MAHARASHTRA,JALGAON,AMALNER,HINGONE KH. PR. AMALNER,FAPORE KH.,FAPORE KH.,Nitrate,1/4/2011
WEST BENGAL,NADIA,CHAKDAH,SAGUNA,GHORA GACHHA,CHOUGACHA (KALU PARA),Arsenic,1/4/2012
RAJASTHAN,NAGAUR,MAKRANA,NONDOLI MERTIYA,DHANDHOLI,KHEDA KI DHANI,Salinity,1/4/2009
WEST BENGAL,MURSHIDABAD,LALGOLA,JASALTALA,SAHAPUR,CHAKPARA,Arsenic,1/4/2012
BIHAR,PURNIA,AMOUR,KHAREYA,ARARIA,HARIZAN TOLA,Iron,1/4/2010
RAJASTHAN,JAISALMER,SANKRA,CHAYAN - IST,CHHAYAN-I,TIKHIYA KI DHANI,Fluoride,1/4/2010
BIHAR,BANKA,CHANAN,ASURAHA,PARARIA,PARARIA,Fluoride,1/4/2011
RAJASTHAN,CHURU,CHURU,DUDWAKHARA,DUDHWA KHARA,DUDWA KHARA,Salinity,1/4/2010
RAJASTHAN,BARMER,DHORIMANA,ARNIYALI,RAMPURA,HUDO KI DHANI,Salinity,1/4/2009
BIHAR,MADHEPURA,CHAUSA,FULAUT EAST/WEST,FULAUT,PANDEHI,Iron,1/4/2012
ORISSA,CUTTACK,TANGI AND CHOUDWAR,SALAGAON.,NELIA,NELIA,Iron,1/4/2011
BIHAR,KISHANGANJ,THAKURGANJ,JIRAN GACHH BARUTOUNDI,KARUA MANI,HARIJAN TOLA,Iron,1/4/2011
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,SUKDEVPUR,DEBIPUR,ADIBASI,Fluoride,1/4/2011
BIHAR,BEGUSARAI,CHORAHI,SHAHPUR,SHAHPUR,PASWAN TOLA,Iron,1/4/2011
BIHAR,BEGUSARAI,BHAGWANPUR,KAZI-RASALPUR,CHAK KAEM,MIDDLE TOLA,Iron,1/4/2012
BIHAR,JAMUI,SIKANDRA,GOKHULA- FATEHPUR,GOKHULA,GOUHARNAGER,Fluoride,1/4/2010
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,PIPRA KHURD,PIPRAKHURD,MALLAH TOLA,Iron,1/4/2009
MAHARASHTRA,JALGAON,PAROLA,ITNER,ITAVE,ITAVE,Nitrate,1/4/2009
TRIPURA,WEST TRIPURA,KATHALIA,JAGATRAMPUR,RAMCHARA UPENDRA CHOWDHURY PARA,DAHSHIN MIEROSSA,Iron,1/4/2010
ORISSA,KANDHAMAL,KOTAGARH,MADAGUDA,USURUMAHA,ARKIMAHA,Iron,1/4/2011
ASSAM,MARIGAON,MAYANG,JAGIROAD,BHUMURAGURI,CHANG KUCHI,Iron,1/4/2010
ORISSA,PURI,KAKATPUR,OTHAKA,SARANGADHARPUR,SARANGA DHARAPUR,Iron,1/4/2011
TRIPURA,WEST TRIPURA,MANDAI,WAKHINAGAR,KAINTA KOBRA PARA,CHAKMA PARA,Iron,1/4/2011
RAJASTHAN,BARMER,BALOTRA,THUMBLI,HAPANADA,VANDANIYO KI DHANI,Salinity,1/4/2011
ASSAM,TINSUKIA,SADIYA,BURABURI,BORGORA COLONEY MIRI,BORGORA BIJOYPUR,Iron,1/4/2009
ASSAM,UDALGURI,KALAIGAON,KABIRALI,KADAMGURI,NAHARBARI,Iron,1/4/2011
WEST BENGAL,NORTH 24 PARGANAS,BASIRHAT - I,GACHA AKARPUR,PAIKARDANGA,PAIKARDANGA (SARKARPARA),Arsenic,1/4/2009
ORISSA,CUTTACK,NIALI,MADHABA,BANAMALIPUR,MALLICK SAHI,Iron,1/4/2012
ORISSA,ANUGUL,ATHAMALLIK,KRUTIBASAPUR,KARADABAHALI (MADHU),HARIJAN SAHI,Iron,1/4/2010
ASSAM,NAGAON,BARHAMPUR,BAMUNI,TAPATJURI GRANT,KRO LINE,Iron,1/4/2012
RAJASTHAN,JODHPUR,BAP,KAN SINGH KI SID,KAHSINGH KI KISEER,SANGJI KD,Salinity,1/4/2012
ASSAM,DHEMAJI,SISSIBARGAON,SILAPATHAR,WARD NO.2 (URBAN),MALINI MISSING,Iron,1/4/2011
RAJASTHAN,RAJSAMAND,BHIM,KOOKRA,JALPA,NAYA BADIYA,Nitrate,1/4/2012
TRIPURA,WEST TRIPURA,MELAGHAR,CHANDUL,NOABARI,TAICHAMA PARA,Iron,1/4/2009
ORISSA,BALANGIR,AGALPUR,NAGAON'B',Santika,UPPER PADA,Fluoride,1/4/2011
BIHAR,KATIHAR,BARSOI,SUDHANI,LIHAR,LEHAR,Iron,1/4/2010
BIHAR,NALANDA,BEN,AANT,AANT,BISHUN PUR,Fluoride,1/4/2009
WEST BENGAL,BANKURA,CHHATNA,CHHATNA,RAMNATHPUR,RAMNATHPUR,Fluoride,1/4/2012
ARUNACHAL PRADESH,PAPUM PARE,KIMIN-DOIMUKH,KIMIN,KIMIN MODEL VILLAGE,KIMIN MODEL VILLAGE,Iron,1/4/2009
RAJASTHAN,TONK,UNIARA,MOHD.PURA,SEDRI MALIYAN,SEDARI MALIYAN,Fluoride,1/4/2010
RAJASTHAN,JODHPUR,OSIAN,DANWARA,MANSAGAR DANWARA,SARDAR SINGH KD,Fluoride,1/4/2012
TRIPURA,DHALAI  ,SALEMA,NORTH KACHUCHERRA,MADHYA KACHUCHERRA,KABIRAJ TILLA,Iron,1/4/2012
RAJASTHAN,JODHPUR,LUNI,DHAWA-I,DHAWA I,UGRA RAM GYAN KD,Salinity,1/4/2010
KARNATAKA,DAKSHIN KANNAD,MANGALORE,THENKAMIJARU,THENKAMIJARU,TENKAMIJARU,Iron,1/4/2010
ASSAM,BAKSHA,DHAM DHAMA,63 NO TUPALIA,SAMRIDUR,SONABMAKHA,Iron,1/4/2009
MADHYA PRADESH,ALIRAJPUR,ALIRAJPUR,JAMANIYA,ISDU,BEDIYA,Fluoride,1/4/2009
